transaction,announced,closed,type,role,target,buyer,seller,rounds,round_type,valuation_pre,valuation_post,ammount,raised,corporation
IQTR22197247,1988-04-07,1988-04-07,Private Placement,Buyer,"Sybase, Inc.","Ashton-Tate Corporation; T. Rowe Price Associates, Inc. (nka:T. Rowe Price Group, Inc. (NasdaqGS:TROW)); Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL)); Hambrecht & Quist Investment Arm (nka:Chase H&Q, Investment Arm)",,3,Venture,0,0,6000,12550,Apple
IQTR22197198,1987-08-24,1987-08-24,Private Placement,Buyer,"Sybase, Inc.","Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL)); Oak Investment Partners; TRW Inc. (nka:Northrop Grumman Space & Mission Systems Corporation); Kleiner Perkins Caufield & Byers; Charles River Ventures, Inc.; Hambrecht & Quist Investment Arm (nka:Chase H&Q, Investment Arm)",,2,Venture,0,0,3300,6550,Apple
IQTR5673036,1984-11-30,,Private Placement,Buyer,Adobe Systems Incorporated (nka:Adobe Inc. (NasdaqGS:ADBE)),"Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))",,2,Venture,0,0,2500,4000,Apple
IQTR463483,1979-08-31,,Private Placement,Target,"Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))",Hellman-Ferri Investment Associates (nka:Matrix Partners),,4,Venture,0,0,0,2530,Apple
IQTR54663610,1979-08-10,1979-08-10,Private Placement,Target,"Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))",Brentwood Venture Capital,,3,Venture,0,0,1130,2530,Apple
IQTR2759373,1978-06-30,1978-06-30,Private Placement,Target,"Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))","Continental Illinois Venture Corp (nka:CIVC Partners, L.P.)",,2,Venture,0,0,500,1400,Apple
IQTR1370927,1978-01-31,,Private Placement,Target,"Apple Computer, Inc. (nka:Apple Inc. (NasdaqGS:AAPL))","VR Adviser, LLC",,1,Venture,0,0,900,900,Apple
IQTR637277124,2019-09-16,2019-11-20,Merger/Acquisition,Seller,"Inventory Locator Service, LLC",CAMP Systems Inc.,The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR621524990,2019-06-14,,Merger/Acquisition,Buyer,Encore Aerospace LLC,The Boeing Company (NYSE:BA),,0,,0,0,0,0,Boeing
IQTR605517285,2019-03-06,2019-03-06,Merger/Acquisition,Buyer,ForeFlight LLC,The Boeing Company (NYSE:BA),"Silver Lake; Sumeru Equity Partners, LP Seller Funds: Silver Lake Sumeru, L.P.",0,,0,0,0,0,Boeing
IQTR602203134,2019-02-05,2019-02-05,Private Placement,Buyer,Aerion Corporation,The Boeing Company (NYSE:BA),,3,Growth,0,0,0,28080,Boeing
IQTR595418946,2018-12-17,,Buyback,Target,The Boeing Company (NYSE:BA),,,0,,0,0,20000000,0,Boeing
IQTR592028210,2018-11-20,2018-11-20,Private Placement,Buyer,"Homes For Our Troops, Inc.",The Boeing Company (NYSE:BA),,1,Growth,0,0,3000,3000,Boeing
IQTR577777532,2018-08-16,2018-09-25,Merger/Acquisition,Buyer,"Millennium Space Systems, Inc.",The Boeing Company (NYSE:BA),,0,,0,0,0,0,Boeing
IQTR546301614,2017-12-11,,Buyback,Target,The Boeing Company (NYSE:BA),,,0,,0,0,9003290,0,Boeing
IQTR553030972,2017-12-05,2018-02-15,Private Placement,Buyer,Singularity Education Group,"PeopleFund; SVB Silicon Valley Bank, Investment Arm; TAL Education Group (NYSE:TAL); The Boeing Company (NYSE:BA); Westriver Group",,2,Series B,73900,105900,32000,62650,Boeing
IQTR539754044,2017-10-05,2017-11-08,Merger/Acquisition,Buyer,"Aurora Flight Sciences Corporation (nka:Aurora Flight Sciences, A Boeing Company)",The Boeing Company (NYSE:BA),Enlightenment Capital; GEF Management Corporation,0,,0,0,0,0,Boeing
IQTR537485536,2017-09-13,2017-11-07,Merger/Acquisition,Seller,Four Buildings in Eastgate Area of South Bellevue,"Talon Private Capital LLC; Walton Street Capital, L.L.C.",The Boeing Company (NYSE:BA),0,,0,0,35800,0,Boeing
IQTR412786586,2016-12-12,,Buyback,Target,The Boeing Company (NYSE:BA),,,0,,0,0,9239520,0,Boeing
IQTR412492038,2016-12-06,2016-12-09,Merger/Acquisition,Buyer,"Liquid Robotics, Inc.",The Boeing Company (NYSE:BA),"North Sky Capital, LLC; Riverwood Capital LLC; VantagePoint Capital Partners",0,,0,0,0,0,Boeing
IQTR403123373,2016-09-27,2018-04-17,Merger/Acquisition,Seller,Sea Launch AG,CJSC S7 Group,Energia Overseas Limited; The Boeing Company (NYSE:BA),0,,0,0,150000,0,Boeing
IQTR319432470,2015-12-14,,Buyback,Target,The Boeing Company (NYSE:BA),,,0,,0,0,7000690,0,Boeing
IQTR313532569,2015-10-12,2015-10-12,Merger/Acquisition,Buyer,Peters Software GmbH,The Boeing Company (NYSE:BA),,0,,0,0,0,0,Boeing
IQTR287589589,2015-03-09,2015-03-09,Merger/Acquisition,Buyer,SoftBank Satellite Planning Corp.,The Boeing Company (NYSE:BA),SoftBank Corp. (nka:SoftBank Group Corp. (TSE:9984)),0,,0,0,0,0,Boeing
IQTR305438066,2015-02-23,2015-06-29,Merger/Acquisition,Seller,12 Acre Property at Southwest 27th Street and Naches Avenue Southwest in Renton,"Ryan Companies US, Inc.",The Boeing Company (NYSE:BA),0,,0,0,13300,0,Boeing
IQTR281888123,2015-01-12,2015-01-12,Merger/Acquisition,Seller,"Narus, Inc.",Symantec Corporation (nka:NortonLifeLock Inc. (NasdaqGS:NLOK)),The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR283775442,2014-12-31,2014-12-31,Merger/Acquisition,Seller,"The Boeing Company, Site in Southeast Wichita (nka:Air Capital Flight Line, LLC)",,The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR376749990,2014-12-31,2014-12-31,Merger/Acquisition,Seller,"The Boeing Company, Site in Southeast Wichita","Air Capital Flight Line, LLC",The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR279984098,2014-12-15,,Buyback,Target,The Boeing Company (NYSE:BA),,,0,,0,0,6749810,0,Boeing
IQTR264574182,2014-05-27,2014-05-31,Merger/Acquisition,Buyer,AerData B.V.,The Boeing Company (NYSE:BA),AerCap Holdings N.V. (NYSE:AER); Pretzel Logic B.V.,0,,0,0,0,0,Boeing
IQTR253038118,2013-12-16,,Buyback,Target,The Boeing Company (NYSE:BA),,,0,,0,0,5191600,0,Boeing
IQTR228156095,2012-12-11,2013-02-05,Merger/Acquisition,Seller,"The Boeing Company, 70 Acres In South King County","Clarion Partners, LLC; IDS Real Estate Group",The Boeing Company (NYSE:BA),0,,0,0,21100,0,Boeing
IQTR109093786,2010-07-07,2010-07-29,Merger/Acquisition,Buyer,"Narus, Inc.",The Boeing Company (NYSE:BA),"American Capital, Ltd.; JPMP Capital, LLC; Mayfield Fund; NeoCarta Ventures, Inc.; Walden International",0,,0,0,70000,0,Boeing
IQTR108814132,2010-06-30,2010-08-04,Merger/Acquisition,Buyer,"Argon ST, Inc.",The Boeing Company (NYSE:BA),,0,,0,0,799210,0,Boeing
IQTR83492598,2009-12-22,2009-12-21,Merger/Acquisition,Buyer,"Global Aeronautica, LLC",The Boeing Company (NYSE:BA),"Alenia North America, Inc. (nka:Alenia Aermacchi North America, Inc.)",0,,0,0,0,0,Boeing
IQTR61024125,2009-07-07,2009-06-30,Merger/Acquisition,Buyer,CJSC Ural Boeing Manufacturing,The Boeing Company (NYSE:BA),Open Joint Stock Company VSMPO-AVISMA Corporation (nka:public stock company VSMPO-AVISMA Corporation (MISX:VSMO)),0,,0,0,0,0,Boeing
IQTR60965304,2009-07-06,2009-07-30,Merger/Acquisition,Buyer,"Vought Aircraft Industries Inc., Operations In South Carolina",The Boeing Company (NYSE:BA),"Vought Aircraft Industries Inc. (nka:Triumph Aerostructures, LLC)",0,,0,0,996700,0,Boeing
IQTR60180967,2009-06-15,2009-06-22,Merger/Acquisition,Buyer,"eXMeritus Software Federal Systems, Inc.",The Boeing Company (NYSE:BA),,0,,0,0,0,0,Boeing
IQTR60896044,2008-12-31,2008-12-31,Merger/Acquisition,Buyer,Kestrel Enterprises Inc.,The Boeing Company (NYSE:BA),,0,,0,0,0,0,Boeing
IQTR136939053,2008-12-15,2008-12-15,Merger/Acquisition,Buyer,"Skarven Enterprises, Inc.",The Boeing Company (NYSE:BA),,0,,0,0,0,0,Boeing
IQTR49621689,2008-10-16,2008-12-08,Merger/Acquisition,Buyer,"The Federated Software Group, Inc.",The Boeing Company (NYSE:BA),,0,,0,0,0,0,Boeing
IQTR46948800,2008-07-18,2008-07-18,Merger/Acquisition,Buyer,"BHA Aero Composites Parts Co. Ltd. (nka:Boeing Tianjin Composites Co., Ltd.)",The Boeing Company (NYSE:BA),Hexcel Corporation (NYSE:HXL),0,,0,0,22300,0,Boeing
IQTR42755799,2008-03-28,2008-06-10,Merger/Acquisition,Buyer,"Global Aeronautica, LLC",The Boeing Company (NYSE:BA),"Vought Aircraft Industries Inc. (nka:Triumph Aerostructures, LLC)",0,,0,0,55000,0,Boeing
IQTR60895355,2008-01-04,2008-01-04,Merger/Acquisition,Buyer,"RavenWing, Inc.",The Boeing Company (NYSE:BA),,0,,0,0,0,0,Boeing
IQTR38650683,2007-10-29,2014-03-31,Buyback,Target,The Boeing Company (NYSE:BA),,,0,,0,0,7000000,0,Boeing
IQTR35447034,2007-07-05,2007-10-25,Merger/Acquisition,Seller,ARINC Incorporated,Carlyle Group L.P. (nka:The Carlyle Group Inc. (NasdaqGS:CG)),"American Airlines, Inc.; Delta Air Lines, Inc. (NYSE:DAL); FedEx Corporation (NYSE:FDX); Ford Motor Company (NYSE:F); Raytheon Company (NYSE:RTN); The Boeing Company (NYSE:BA); The Goodyear Tire & Rubber Company (NasdaqGS:GT); United Air Lines Inc.",0,,0,0,0,0,Boeing
IQTR32531900,2006-11-20,2007-02-08,Merger/Acquisition,Buyer,Asian Composites Manufacturing Sdn Bhd (nka:Aerospace Composites Malaysia Sdn Bhd),Hexcel Corporation (NYSE:HXL); Sime Darby Berhad; The Boeing Company (NYSE:BA),Naluri Corporation Bhd,0,,0,0,5730,0,Boeing
IQTR28826949,2006-10-25,2007-11-30,Buyback,Target,The Boeing Company (NYSE:BA),,,0,,0,0,3000000,0,Boeing
IQTR28815255,2006-08-26,2006-09-15,Private Placement,Buyer,Huneed Technologies (KOSE:A005870),The Boeing Company (NYSE:BA),,1,PIPE,0,0,20000,20000,Boeing
IQTR26983427,2006-05-01,2006-09-20,Merger/Acquisition,Buyer,Aviall Inc.,The Boeing Company (NYSE:BA),"Abrams Bison Investments, L.L.C.; Alson Capital Partners, LLC; Artisan Partners Limited Partnership; Barclays Global Investors UK Holdings Limited; Carlyle Group L.P. (nka:The Carlyle Group Inc. (NasdaqGS:CG)); Columbia Wanger Asset Management, LLC; Cramer Rosenthal McGlynn, LLC; Credit Suisse Securities (USA) LLC; Fidelity Management & Research Company; TIAA-CREF Investment Management, LLC; Wellington Management Company LLP (nka:Wellington Management Group LLP) Seller Funds: Carlyle High Yield Partners, L.P.; Carlyle Partners III, L.P.",0,,0,0,2107140,0,Boeing
IQTR26201231,2006-03-03,2006-06-14,Merger/Acquisition,Buyer,Carmen Systems AB (nka:Jeppesen Systems AB),The Boeing Company (NYSE:BA),"GE Capital Aviation Services, Inc.; GE Equity; Gilde Investment Management; InnovationsKapital; SEB Venture Capital Seller Funds: Gilde IT Fund I, L.P.; Gilde IT Fund II",0,,0,0,0,0,Boeing
IQTR22848387,2005-06-27,,Buyback,Target,The Boeing Company (NYSE:BA),,,0,,0,0,2118940,0,Boeing
IQTR25050195,2005-02-24,2005-06-16,Merger/Acquisition,Seller,"Mid-Western Aircraft Systems Inc. (nka:Spirit AeroSystems, Inc.)",Onex Corporation (TSX:ONEX),The Boeing Company (NYSE:BA),0,,0,0,1200000,0,Boeing
IQTR20683319,2005-02-22,2005-08-03,Merger/Acquisition,Seller,"Rocketdyne Propulsion & Power (nka:Pratt & Whitney Rocketdyne, Inc.)",United Technologies Corporation (NYSE:UTX),The Boeing Company (NYSE:BA),0,,0,0,700000,0,Boeing
IQTR9845320,2004-07-28,2005-09-30,Buyback,Target,The Boeing Company (NYSE:BA),,,0,,0,0,4998690,0,Boeing
IQTR10599304,2004-06-30,2004-08-13,Merger/Acquisition,Seller,"Boeing Company, Commercial Electronics business","BAE Systems North America, Inc. (nka:BAE Systems, Inc.)",The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR9857766,2004-05-04,2004-05-04,Merger/Acquisition,Buyer,"Frontier Systems, Inc.",The Boeing Company (NYSE:BA),,0,,0,0,0,0,Boeing
IQTR5303275,2003-04-17,2003-06-06,Merger/Acquisition,Seller,"Boeing Company, Texas Aerospace Wiring Facility, The (nka:Labinal - Corinth Inc.)",Précision Mécanique Labinal (nka:Safran Electrical & Power S.A.S.),The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR4162388,2003-01-10,2003-02-11,Merger/Acquisition,Buyer,Conquest Inc. (nka:Boeing Advanced Information Systems-Maryland Operations),The Boeing Company (NYSE:BA),,0,,0,0,0,0,Boeing
IQTR3729904,2002-11-25,2003-01-09,Merger/Acquisition,Seller,"The Boeing Company, Spokane Fabrication Operation","Triumph Group, Inc. (NYSE:TGI)",The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR3158535,2002-09-23,2002-10-17,Merger/Acquisition,Buyer,FlightSafety Boeing Training International L.L.C. (nka:Boeing Training & Flight Services L.L.C.),The Boeing Company (NYSE:BA),FlightSafety International Inc.,0,,0,0,0,0,Boeing
IQTR2349555,2002-05-23,2002-06-06,Merger/Acquisition,Seller,"Boeing Company, EASY5 Modeling and Simulation Software, The",MSC.Software Corporation (nka:MSC Software Corporation),The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR1826633,2002-03-18,2002-05-30,Merger/Acquisition,Seller,"The Boeing Company, Ordnance Business","Alliant Techsystems Inc. (nka:Northrop Grumman Innovation Systems, Inc.)",The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR1222000,2001-10-04,,Private Placement,Buyer,"TecSec, Incorporated",The Boeing Company (NYSE:BA),,1,Growth,0,0,10000,10000,Boeing
IQTR1083911,2001-08-03,2001-09-28,Merger/Acquisition,Seller,"Boeing Company, Sensors and Electronic Systems business (nka:DRS Sensors & Targeting Systems, Inc.)","Leonardo DRS, Inc.",The Boeing Company (NYSE:BA),0,,0,0,67000,0,Boeing
IQTR1028673,2001-07-27,2001-07-27,Merger/Acquisition,Buyer,"SBS International of New York, Inc.",The Boeing Company (NYSE:BA),,0,,0,0,0,0,Boeing
IQTR9845262,2001-03-09,,Buyback,Target,The Boeing Company (NYSE:BA),,,0,,0,0,2400000,0,Boeing
IQTR9050864,2001-01-03,2001-01-03,Merger/Acquisition,Seller,"The Boeing Company, DQI and MIGITS Units","BEI Technologies, Inc.",The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR9009824,2000-10-19,2001-01-08,Merger/Acquisition,Seller,"The Boeing Company, Fabrication Operations (nka:GKN Aerospace North America, Inc.)",GKN Limited,The Boeing Company (NYSE:BA),0,,0,0,61000,0,Boeing
IQTR9709691,2000-09-05,2000-09-05,Merger/Acquisition,Buyer,Boeing Vancouver company,The Boeing Company (NYSE:BA),RepWorld,0,,0,0,0,0,Boeing
IQTR9598826,2000-08-15,2000-10-04,Merger/Acquisition,Buyer,"Jeppesen Sanderson, Inc. (nka:Boeing Digital Solutions, Inc.)",The Boeing Company (NYSE:BA),Tribune Company (nka:Tribune Media Company),0,,0,0,1515000,0,Boeing
IQTR3183227,2000-08-02,2000-09-06,Merger/Acquisition,Buyer,Continental Graphics Corporation,The Boeing Company (NYSE:BA),,0,,0,0,183000,0,Boeing
IQTR10177066,2000-06-01,2000-08-02,Merger/Acquisition,Buyer,"Autometric, Inc.",The Boeing Company (NYSE:BA),,0,,0,0,119000,0,Boeing
IQTR776489,2000-01-13,2000-10-06,Merger/Acquisition,Buyer,"Hughes Space and Communications Company (nka:Boeing Satellite Systems, Inc.)",The Boeing Company (NYSE:BA),"Hughes Electronics Corporation (nka:DIRECTV, LLC)",0,,0,0,3750000,0,Boeing
IQTR9960391,2000-01-13,2000-10-06,Merger/Acquisition,Buyer,"Boeing Electron Dynamic Devices, Inc. (nka:L-3 Communications Electron Technologies, Inc.)",The Boeing Company (NYSE:BA),"Hughes Electronics Corporation (nka:DIRECTV, LLC)",0,,0,0,0,0,Boeing
IQTR449745,1999-12-06,1999-12-07,Merger/Acquisition,Seller,"Aviant Group, The","Baird Capital Partners; One Equity Partners LLC (nka:OEP Capital Advisors, L.P.)",The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR10698400,1999-11-03,1999-11-03,Merger/Acquisition,Seller,"The Boeing Company, ACES II Business",The BFGoodrich Company (nka:Goodrich Corp.),The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR10578503,1999-10-22,2000-03-31,Merger/Acquisition,Seller,"Boeing Precision Gear, Inc. (nka:Northstar Aerospace (Chicago) Inc.)",Derlan Industries Limited (nka:Northstar Aerospace Inc.),The Boeing Company (NYSE:BA),0,,0,0,18530,0,Boeing
IQTR10779993,1999-09-28,1999-09-28,Merger/Acquisition,Buyer,Preston Aviation Solutions Pty Ltd.,The Boeing Company (NYSE:BA),Advent Management Group Ltd. (nka:Advent Partners); Commonwealth Scientific and Industrial Research Organisation; JAFCO Investment (Asia Pacific) Ltd.; Sun Microsystems Venture & Strategic Investments,0,,0,0,0,0,Boeing
IQTR78821646,1999-07-08,1999-06-23,Merger/Acquisition,Seller,Argosystems Inc.,"Condor Systems, Inc. (nka:EDO Reconnaissance and Surveillance Systems, Inc.)",The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR11342891,1999-06-11,1999-07-23,Merger/Acquisition,Seller,SAIC Information Services Sector Corporation,"SAIC, Inc. (nka:Leidos Holdings, Inc. (NYSE:LDOS))",The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR13714687,1998-02-25,,Merger/Acquisition,Seller,"Boeing Co., Commercial Helicopter Business",Textron Inc. (NYSE:TXT),The Boeing Company (NYSE:BA),0,,0,0,0,0,Boeing
IQTR1360903,1996-12-15,1997-08-15,Merger/Acquisition,Buyer,McDonnell Douglas Corporation,The Boeing Company (NYSE:BA),,0,,0,0,29184240,0,Boeing
IQTR53001221,1992-01-22,1992-03-10,Merger/Acquisition,Seller,de Havilland Inc.,Bombardier Limited (nka:Bombardier Inc. (TSX:BBD.B)),The Boeing Company (NYSE:BA),0,,0,0,225130,0,Boeing
IQTR7990528,1990-02-15,1990-04-02,Merger/Acquisition,Seller,P&L Coal Holdings Corp (nka:Peabody Energy Corporation (NYSE:BTU)),Broadcast Sales Limited (nka:Hanson Limited),"Eastern Enterprises (nka:KeySpan New England, LLC); The Boeing Company (NYSE:BA)",0,,0,0,504000,0,Boeing
IQTR655566943,2020-02-19,2020-02-19,Private Placement,Buyer,MRM Health NV,"Ackermans & Van Haaren NV (ENXTBR:ACKB); DuPont de Nemours, Inc. (NYSE:DD); MRM Technologies N.V.; QBIC Venture Partners; VIB BV Buyer Funds: Qbic II",,1,Series A,0,0,15380,15380,DuPont
IQTR648592841,2019-12-18,,Merger/Acquisition,Buyer,OxyMem Limited,"DuPont de Nemours, Inc. (NYSE:DD)",Dow Venture Capital; Saudi Aramco Energy Ventures LLC,0,,0,0,0,0,DuPont
IQTR648237651,2019-12-15,,Merger/Acquisition,Seller,"Nutrition & Biosciences business of DuPont de Nemours, Inc.",International Flavors & Fragrances Inc. (NYSE:IFF),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,26200000,0,DuPont
IQTR647707213,2019-12-11,2020-01-09,Merger/Acquisition,Buyer,"Desalitech, Inc.","DuPont de Nemours, Inc. (NYSE:DD)",Aquagro Fund; Liberation Capital; Spring Creek Investments,0,,0,0,0,0,DuPont
IQTR639278235,2019-10-03,2020-01-02,Merger/Acquisition,Buyer,Evoqua Water Technologies Membrane Systems Pty Ltd and MEMCOR® Product line,"DuPont de Nemours, Inc. (NYSE:DD)","Evoqua Water Technologies (Shanghai) Co., Ltd.; Evoqua Water Technologies Corp. (NYSE:AQUA); Evoqua Water Technologies Limited; Evoqua Water Technologies LLC; Evoqua Water Technologies Ltd; Evoqua Water Technologies Pte. Ltd.",0,,0,0,110000,0,DuPont
IQTR636483003,2019-09-10,,Merger/Acquisition,Seller,"Semiconductor Solutions Business of DuPont de Nemours, Inc","SK Siltron Co., Ltd.","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,450000,0,DuPont
IQTR618084763,2019-06-03,,Buyback,Target,"DuPont de Nemours, Inc. (NYSE:DD)",,,0,,0,0,2000000,0,DuPont
IQTR596995860,2019-01-03,2019-01-03,Merger/Acquisition,Seller,Quizalofop product line of DowDuPont Inc.,American Vanguard Corporation (NYSE:AVD),"DowDuPont Inc. (nka:DuPont de Nemours, Inc. (NYSE:DD))",0,,0,0,0,0,DuPont
IQTR591025355,2018-11-12,2018-11-12,Private Placement,Buyer,Flyability SA,"DowDuPont Inc. (nka:DuPont de Nemours, Inc. (NYSE:DD)); Environmental Technologies Fund LP; Go Beyond Ltd., Endowment Arm; MKS Alternative Investments; Swisscom Ventures",,4,Series B,0,0,11000,15300,DuPont
IQTR589865174,2018-11-01,2019-02-28,Buyback,Target,"DowDuPont Inc. (nka:DuPont de Nemours, Inc. (NYSE:DD))",,,0,,0,0,3000000,0,DuPont
IQTR575009459,2018-07-23,2018-12-01,Merger/Acquisition,Seller,European Extruded Polystyrene Insulation (XPS) Business of DowDuPont Inc.,Ravago S.A.,"DowDuPont Inc. (nka:DuPont de Nemours, Inc. (NYSE:DD))",0,,0,0,0,0,DuPont
IQTR562453352,2018-05-01,2018-04-30,Merger/Acquisition,Buyer,Half of the Working Interest in 116 Locations Within Barnett Shale Position of Devon Energy,"DowDuPont Inc. (nka:DuPont de Nemours, Inc. (NYSE:DD))",Devon Energy Corporation (NYSE:DVN),0,,0,0,75000,0,DuPont
IQTR542473544,2017-11-02,2018-09-30,Buyback,Target,"DowDuPont Inc. (nka:DuPont de Nemours, Inc. (NYSE:DD))",,,0,,0,0,4000000,0,DuPont
IQTR546905224,2017-10-11,2017-12-18,Merger/Acquisition,Seller,Polyvinylidene Chloride Business of DowDuPont Inc.,"SK Global Chemical Co., Ltd.","DowDuPont Inc. (nka:DuPont de Nemours, Inc. (NYSE:DD))",0,,0,0,75000,0,DuPont
IQTR418824441,2017-02-02,2017-09-01,Merger/Acquisition,Seller,"The Dow Chemical Company, Ethylene Acrylic Acid Business Unit","SK Global Chemical Co., Ltd.","The Dow Chemical Company (nka:DuPont de Nemours, Inc. (NYSE:DD))",0,,0,0,370000,0,DuPont
IQTR414117046,2016-12-07,2017-12-06,Private Placement,Buyer,"XG Sciences, Inc.","The Dow Chemical Company (nka:DuPont de Nemours, Inc. (NYSE:DD))",,5,Debt,0,0,5000,13000,DuPont
IQTR417501901,2016-11-14,2016-11-30,Merger/Acquisition,Seller,"The Dow Chemical Company, Hazardous Waste Treatment Facility in Schkopau, Germany",Suez SA (ENXTPA:SEV),"The Dow Chemical Company (nka:DuPont de Nemours, Inc. (NYSE:DD))",0,,0,0,0,0,DuPont
IQTR329771498,2016-03-31,2016-06-01,Merger/Acquisition,Seller,"The Dow Chemical Company, Global Specialty Films Business","Transilwrap Company, Inc. (nka:Transcendia Inc.)","The Dow Chemical Company (nka:DuPont de Nemours, Inc. (NYSE:DD))",0,,0,0,0,0,DuPont
IQTR319129967,2015-12-11,2017-08-31,Merger/Acquisition,Buyer,E. I. du Pont de Nemours and Company,"The Dow Chemical Company (nka:DuPont de Nemours, Inc. (NYSE:DD))","Trian Fund Management, L.P.",0,,0,0,72632890,0,DuPont
IQTR319131279,2015-12-11,2019-04-01,Spin-Off/Split-Off,Seller,Dow Inc. (NYSE:DOW),,"The Dow Chemical Company (nka:DuPont de Nemours, Inc. (NYSE:DD))",0,,0,0,21074740,0,DuPont
IQTR319131280,2015-12-11,2019-06-01,Spin-Off/Split-Off,Seller,"Corteva, Inc. (NYSE:CTVA)",,"The Dow Chemical Company (nka:DuPont de Nemours, Inc. (NYSE:DD))",0,,0,0,10249870,0,DuPont
IQTR319150565,2015-12-11,2016-05-31,Merger/Acquisition,Buyer,Dow Corning Corporation (nka:Dow Silicones Corporation),"The Dow Chemical Company (nka:DuPont de Nemours, Inc. (NYSE:DD))",Corning Incorporated (NYSE:GLW),0,,0,0,0,0,DuPont
IQTR319131277,2015-12-11,2019-06-03,Spin-Off/Split-Off,Seller,"DowDuPont, Specialty Products Business",,"The Dow Chemical Company (nka:DuPont de Nemours, Inc. (NYSE:DD))",0,,0,0,0,0,DuPont
IQTR317319445,2015-11-19,2016-03-01,Merger/Acquisition,Buyer,"The Chemours Company., Aniline Facility","DuPont de Nemours, Inc. (NYSE:DD)",The Chemours Company (NYSE:CC),0,,0,0,140000,0,DuPont
IQTR314950642,2015-10-22,2015-12-23,Merger/Acquisition,Seller,MEGlobal B.V.,EQUATE Petrochemical Company K.S.C.C.,"DuPont de Nemours, Inc. (NYSE:DD); Petrochemical Industries Company K.S.C.",0,,0,0,3200000,0,DuPont
IQTR289695945,2015-03-27,2015-10-05,Merger/Acquisition,Seller,"The Dow Chemical Company, Chlor-Alkali and Downstream Derivatives Businesses",Olin Corporation (NYSE:OLN),"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,5370660,0,DuPont
IQTR282213057,2015-01-16,2014-12-22,Merger/Acquisition,Seller,Advanced Electrolyte Technologies LLC,"Ube Industries, Ltd. (TSE:4208)","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR280158089,2014-12-17,2014-12-17,Merger/Acquisition,Seller,RainStor Inc.,Teradata Corporation (NYSE:TDC),"Doughty Hanson & Co. Technology Ventures; DuPont de Nemours, Inc. (NYSE:DD); Rogers Ventures Partners; Storm Ventures LLC",0,,0,0,0,0,DuPont
IQTR279182671,2014-12-05,2015-01-30,Merger/Acquisition,Seller,Sodium Borohydride Business,Vertellus Specialties Inc.,"DuPont de Nemours, Inc. (NYSE:DD); Rohm and Haas Company",0,,0,0,190000,0,DuPont
IQTR279194779,2014-12-05,2015-02-01,Merger/Acquisition,Seller,"The Dow Chemical Company, Polyolefin Films Plant in Ohio","Valfilm North America, Inc.","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR260241579,2014-03-11,2014-03-11,Merger/Acquisition,Seller,"The Dow Chemical Company, 50-Acre Site","Core Real Estate, LLC","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR254487146,2014-01-21,2013-12-31,Merger/Acquisition,Target,"DuPont de Nemours, Inc. (NYSE:DD)",Third Point LLC,,0,,0,0,1300000,0,DuPont
IQTR252035557,2013-11-22,2013-11-22,Merger/Acquisition,Seller,"Dow Kokam LLC (nka:XALT Energy, LLC)","MBP Investors, LLC","DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,0,0,DuPont
IQTR248569304,2013-10-18,2013-10-18,Merger/Acquisition,Seller,"The Dow Chemical Company, 350,000-Square-Foot Property",Keystone Property Group Inc.; Mack-Cali Realty Corporation (NYSE:CLI); Parkway Corporation,"DuPont de Nemours, Inc. (NYSE:DD)",0,,0,0,40500,0,DuPont
